ontology_filename,search_query,result_type,title,url,snippet,relevance_score,match_type
brot,"""Bridge Topology Ontology"" ontology",official_namespace,Bridge Topology Ontology,https://w3id.org/brot#,The Bridge Topology Ontology (BROT) allows the definition of bridge constructions including aggregated zones and components as well as their topological relations. The ontology supports a generic modeling approach and therefore could be applied for any bridge type (e.g. suspension bridge or girder bridge).,0.9,exact_ontology
building,"""Building Ontology"" ontology",documentation,Building ontology,http://bimerr.iot.linkeddata.es/def/building#,"The purpose of the Building Ontology is to represent the main topological relationships that exists between entities in the building domain. Furthermore, the model aims to represent the main components and systems directly involved in energy related aspects of buildings.",0.9,exact_ontology
cdc,"""CDC: Construction Dataset Context ontology"" ontology",official_namespace,CDC: Construction Dataset Context ontology,https://w3id.org/cdc#,"The Construction Dataset Context (CDC) ontology is an extension of DCAT v2.0, a W3C Recommendation ontology for describing (RDF and non-RDF) datasets published on the Web.",1.0,exact_ontology
cdc,"""CDC: Construction Dataset Context ontology"" ontology",documentation,CDC: Construction Dataset Context ontology,https://mathib.github.io/cdc-ontology/,CDC: Construction Dataset Context ontology. Latest version: https://w3id.org/cdc; Revision: 0.0.1; Authors: Mathias Bonduel (KU Leuven); Download serialization ...,0.9,exact_ontology
ci,"""The Cost Item (CI) Ontology"" ontology",official_namespace,The Cost Item (CI) Ontology,http://w3id.org/ci#,"The Cost Item (CI) ontology represents the cost domain and defines a structured model for describing and aggregating cost items and their components. It extends IfcCostItem from IFC4x3 and introduces the class ci:CostItem, which aggregates instances of ci:CostComponent through ci:hasPart.",1.0,exact_ontology
ci,"""CI"" ontology",documentation,The Cost Item (CI) Ontology,https://cpm-ont-network.github.io/cost/index.html,This section provides details for each class and property defined by The Cost Item (CI) Ontology.,0.81,exact_ontology
conse,"""Construction Semantic Enrichment Ontology"" ontology",paper,Conse: An Ontology for Visual Representation and Semantic... :: SSRN,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4677638,"To address these challenges, we introduce the Construction Semantic Enrichment ontology (ConSE). ConSE offers a formal representation of visual information relevant to construction site imagery.",0.7772727272727272,exact_ontology
contax,"""ConTax ontology"" ontology",official_namespace,ConTax ontology,https://w3id.org/con-tax#,"The ConTax ontology contains additional terminology for structuring and annotating RDFS/OWL taxonomies for describing constructions (components, materials, spatial zones, damages, construction tasks and properties). It also functions as an index for known taxonomies starting from root classes and properties.",1.0,exact_ontology
contax,"""ConTax ontology"" ontology",documentation,ConTax ontology,https://mathib.github.io/ConTax-ontology/,ConTax ontology. Latest version: https://w3id.org/con-tax.,1.0,exact_ontology
contax,"""ConTax ontology"" ontology",github_repo,GitHub - mathib/ConTax-ontology: Ontology for managing construction taxonomies,https://github.com/mathib/ConTax-ontology,The ConTax ontology. HTML documentation and raw ontology per serialisation.,0.7875,exact_ontology
contax,"""ConTax ontology"" ontology",documentation,Linked Open Vocabularies,https://lov.linkeddata.es/dataset/lov/vocabs/contax,ConTax ontology (contax). Metadata. URI.Library Hi Tech '13. Hosted by the Ontology Engineering Group - UPM.,0.75,exact_ontology
cterm,"""The Construction Terminology (CTERM) Ontology"" ontology",official_namespace,The Construction Terminology (CTERM) Ontology,http://w3id.org/cterm#,"The Construction Terminology (CTERM) ontology provides a multilingual and structured vocabulary for describing construction concepts and parameters. It defines classes such as cterm:Object, cterm:Material, cterm:Function, cterm:Aspect, and cterm:Finishing, used by CI and CR for consistent annotation.",1.0,exact_ontology
cterm,"""CTERM"" ontology",documentation,The Construction Terminology (CTERM) Ontology,https://cpm-ont-network.github.io/terminology/index.html,"Cite as: Cassandro, Jacopo, Hagedorn, Philipp. The Construction Terminology (CTERM) Ontology. Revision: 0.2. Vocabulary maintained at",0.9100000000000001,exact_ontology
dano,"""Drawing Analyis Ontology (DAnO)"" ontology",official_namespace,Drawing Analyis Ontology (DAnO) Orcid logo,https://w3id.org/dano#,"DAnO is designed to standardize the representation of technical drawing data extracted through computer vision techniques. Focusing on floor plans, DAnO enables the aggregation, integration, and validation of extracted elements by defining key concepts, such as DrawingElement, DisplayElement, and DescriptionElement, and their relationships.",0.9500000000000001,exact_ontology
dano,"""Drawing Analyis Ontology (DAnO)"" ontology",documentation,Drawing Analyis Ontology (DAnO),https://rub-informatik-im-bauwesen.github.io/dano/,Drawing Analyis Ontology (DAnO). Publisher. Chair of Computing in Engineering.This ontology covers concepts of technical drawings from the perspective of computer vision-based drawing analysis to be used in collaborative settings or for post-processing.,0.9,exact_ontology
dano,"""DAnO"" ontology",documentation,Drawing Analyis Ontology (DAnO),https://rub-informatik-im-bauwesen.github.io/dano/index.html,"Jul 15, 2025 ... Drawing Analyis Ontology (DAnO) · Metadata · Classes · Object Properties · Datatype Properties · Annotation Properties · Namespaces · Legend ...",0.825,exact_ontology
db,"""Digital Buildings"" ontology",documentation,digitalbuildings | Digital Buildings (ontology and SDK) currently ...,https://google.github.io/digitalbuildings/,A version of the Digital Buildings ontology and toolset is currently being used by Google to manage buildings in its portfolio. The Digital Buildings project ...,0.8142857142857143,exact_ontology
db,"""Digital Buildings"" BE Product (Building) ontology",documentation,Digital Buildings Ontology | digitalbuildings,https://google.github.io/digitalbuildings/ontology/docs/ontology.html,The Digital Buildings Ontology defines both semantic data primitives and concrete constructions of these primitives to model physical spaces and equipment. The sections below outline the conceptual model of the ontology.,0.8142857142857143,exact_ontology
db,"""Digital Buildings"" ontology",other,Google's Digital Buildings - Automated Buildings,https://automatedbuildings.com/news/sep20/articles/buildingsiot/200826104401buildingsiot.html,"Before I put in my two cents, it's worth diving a bit deeper into the Digital Buildings Project. The ontology itself is being used by Google to manage ...",0.8,exact_ontology
db,"""Digital Buildings"" BE Product (Building) ontology",documentation,Digital Buildings Ontology | google/digitalbuildings | DeepWiki,https://deepwiki.com/google/digitalbuildings/2-digital-buildings-ontology,"May 18, 2025 · The Digital Buildings Ontology provides a structured, standardized way to describe buildings, their systems, equipment, and properties. It serves as the semantic foundation of the Digital Buildings project, defining a consistent vocabulary and data model for building operations.",0.8,exact_ontology
db,"""Digital Buildings"" BE Product (Building)",other,Digital Buildings Council,https://thedbc.io/,The Digital Buildings Council (DBC) is a not-for-profit industry group that was launched in 2024 to enhance best practice and drive demand for digital buildings.,0.8,exact_ontology
db,"""Digital Buildings"" BE Product (Building)",other,"4 pillars for transparent, digital buildings | Building ...",https://www.boschbuildingtechnologies.com/xc/en/stories/smart-buildings/4-pillars-for-transparent-digital-buildings/,"To shed light on buildings and all of their processes, it’s vital for them to be digitalized. A digital building essentially consists of 4 pillars that in turn comprise 11 different building blocks. 1. Connectivity between devices and the cloud.",0.8,exact_ontology
db,"""Digital Buildings"" BE Product (Building) ontology",paper,A Digital Buildings Ontology for Google’s Real Esta,https://ceur-ws.org/Vol-2721/paper510.pdf,"A Digital Buildings Ontology for Google's Real Estate Keith Berkoben1, Charbel Kaed1, and Trevor Sodor 2 (in alphabetical order)",0.7875,exact_ontology
db,"""Digital Buildings"" BE Product (Building)",paper,Digital buildings – Challenges and opportunities - ScienceDirect,https://www.sciencedirect.com/science/article/pii/S1474034611000516,"Oct 1, 2011 · This paper considers the wider implications of digital buildings (as currently exemplified by building information models) becoming the norm within the building construction sector.",0.7833333333333333,exact_ontology
db,"""Digital Buildings"" BE Product (Building)",other,"Projects - Digital Building ComponentsDigital Platforms for the Built Environment: A Systematic ...4 pillars for transparent, digital buildings | Building ...",https://www.digitalbuilding.com/projects,"Digital Building Components designed, fabricated, delivered and installed 288 prefabricated exterior wall panels with integrated windows for the Kaiser Permanente Modesto Medical Office Building (MOB).",0.7764705882352941,exact_ontology
db,"""Digital Buildings"" BE Product (Building)",other,Paris-based My Digital Buildings raises €2 million to accelerate spatial building data | EU-Startups,https://www.eu-startups.com/2024/09/paris-based-my-digital-buildings-raises-e2-million-to-accelerate-spatial-building-data/,"My Digital Buildings, a company specializing in creating and utilizing spatial building data (including 3D point clouds, 2D plans, BIM models, and virtual tours), announced it has successfully raised €2 million in its first round of financing.",0.7764705882352941,exact_ontology
dica,"""Digital Construction Agents"" ontology",official_namespace,Digital Construction Agents,https://w3id.org/digitalconstruction/0.5/Agents#,"Ontology defining key agent related concepts in digital construction environments. It models actors and digital agents involved in construction processes enabling representation of responsibilities interactions and information exchange between systems and stakeholders. Represents key concepts, such as DrawingElement, DisplayElement, and DescriptionElement",1.0,exact_ontology
dica,"""Digital Construction Agents"" ontology",documentation,Digital Construction Agents,https://digitalconstruction.github.io/Agents/v/0.5/,"The ontology is aligned with BFO, FOAF and ORG.The Digital Construction Agents contain the definitions of the agents and their relations to activities. The basic class is dica:Agent, under which there are subclasses dica:Person and dica:Organization.",0.9625000000000001,exact_ontology
dica,"""Digital Construction Agents"" ontology",documentation,Digital Construction Agents,https://digitalconstruction.github.io/Agents/latest/index-en.html,"Jan 12, 2020 · Seppo Törmä,Yuan Zheng. Digital Construction Agents. Ontology Specification Draft",0.9625000000000001,exact_ontology
dica,"""Digital Construction Agents"" ontology",other,Construction Agents - Adcompuk.Org,http://www.adcompuk.org/Construction-Agents,"| Construction Agents. Jinan Zhongke CNC Equipment Co.,Ltd: We're professional CNC router, CO2 laser machine, CNC nesting machine, fiber laser machine, CNC machine manufacturers and suppliers in China. With abundant ...",0.8,exact_ontology
dica,"""Digital Construction Agents"" ontology",documentation,digitalconstruction.github.io/Agents/latest/ontology.nt,https://digitalconstruction.github.io/Agents/latest/ontology.nt,"""Agents ontology formalize the the representation of the actors and stakeholders over the construction lifecycle, to support data sharing of the social, organizational and contractural relations. The ontology is based on BFO and is aligned with FOAF and ORG."" .",0.7833333333333333,exact_ontology
dica,"""Digital Construction Agents"" Resources ontology",documentation,Building Ontology-Driven Intelligence for Industrial AI Agents,https://www.hivemq.com/resources/building-ontology-driven-intelligence-for-industrial-ai-agents/,"Learn how ontology-driven AI agents use semantic models, knowledge graphs, and structured data to enable reliable, scalable agentic automation in industrial operations.",0.7772727272727272,exact_ontology
dicc,"""Digital Construction Contexts"" ontology",official_namespace,Digital Construction Contexts,https://w3id.org/digitalconstruction/0.5/Contexts#,"Context ontology provides the basic representation mechanisms for multi-context information in contruction and renovation projects. The Digital Construction Contexts contain the definitions to maintain different realms of information, for instance, information about as-is, as-designed, as-built and as-maintained models;",1.0,exact_ontology
dicc,"""Digital Construction Contexts"" ontology",documentation,Digital Construction Contexts,https://digitalconstruction.github.io/Contexts/v/0.5/,"The Digital Construction Contexts contain the definitions to maintain different realms of information, for instance, information about. as-is, as-designed, as-built and as-maintained models, planned versus actual execution of activities",0.9625000000000001,exact_ontology
dicc,"""Digital Construction Contexts"" ontology",other,Construction Contexts Stock Illustrations – 161... - Dreamstime,https://www.dreamstime.com/illustration/construction-contexts.html,"Download 161 Construction Contexts Stock Illustrations, Vectors & Clipart for FREE or amazingly low rates!",0.7875,exact_ontology
dicc,"""Digital Construction Contexts"" ontology",documentation,digitalconstruction.github.io/Contexts/v/0.5/contexts.ttl,https://digitalconstruction.github.io/Contexts/v/0.5/contexts.ttl,"For example, a construction plan can be based on a particular LOD model of the design."" ; rdfs:label ""hasDependent"" . ### https://w3id.org/digitalconstruction/Contexts#hasModalContext :hasModalContext rdf:type owl:ObjectProperty ; rdfs:subPropertyOf :hasActiveContext ...",0.7636363636363637,exact_ontology
dice,"""Digital Construction Entities"" ontology",official_namespace,Digital Construction Entities,https://w3id.org/digitalconstruction/0.5/Entities#,"Digital Construction Entities (DICE) ontology defines the basic terms useful to represent digitalized construction processes (utilizing BIM, IoT, mobile devices, ERP, and so on) and modern construction management methods and practices developed in the field of lean construction.",1.0,exact_ontology
dice,"""Digital Construction Entities"" ontology",documentation,Digital Construction Entities,https://digitalconstruction.github.io/Entities/v/0.3/index.html,"To capture the dynamic and interlinked nature of construction processes, activity (dice:Activity) is the central concept in the Digital Construction Entities ontology. Different aspects of construction process are associated with activity.",0.9625000000000001,exact_ontology
dice,"""Digital Construction Entities"" ontology",documentation,Digital Construction Entities,https://digitalconstruction.github.io/Entities/v/0.5/,"Digital Construction Entities module defines the central upper-level structure of the Digital Construction Ontologies. Other ontology modules add definitions about specific areas, such as variable properties, agents, materials, and information.",0.9625000000000001,exact_ontology
dice,"""Digital Construction Entities"" ontology",documentation,digitalconstruction.github.io/Entities/latest/ontology.nt,https://digitalconstruction.github.io/Entities/latest/ontology.nt,"""Digital Construction Entities Ontology defines the essential entities that can be referred to in construction and renovation projects by people or systems."" .""Constituent of a construction entity with a characteristic technical function, form or position."" .",0.7833333333333333,exact_ontology
dices,"""Digital Construction Energy"" ontology",official_namespace,Digital Construction Energy,https://w3id.org/digitalconstruction/0.5/Energy#,"Digitial Construction Energy Systems ontology is defined to address lifecycle assessment parameters of energy systems. It extends the SAREF Core ontology by incorporating concepts (e.g. cost related parameters, LCA related aspects etc..) relevant to lifecycle assessment.",1.0,exact_ontology
dices,"""Digital Construction Energy"" ontology",github_repo,digitalconstruction/Energy: Digital Construction Energy ontology,https://github.com/digitalconstruction/Energy,"Digital Construction Energy ontology contains terms for the energy related aspects of construction and renovation projects, including energy efficiency and energy systems.",0.9700000000000001,exact_ontology
dices,"""Digital Construction Energy"" ontology",documentation,Digital Construction Energy,https://digitalconstruction.github.io/Energy/v/0.5/,"The figure below shows the main important classes of Digital Construction Energy ontology, related to energy systems and life cycle assessment.",0.9625000000000001,exact_ontology
dices,"""Digital Construction Energy"" ontology",other,Semantic Farm - Digital Construction Energy Ontology,https://semantic.farm/registry/digitalconstruction.energy,"The local unique identifier EnergyProperty is used to demonstrate the providers available for Digital Construction Energy Ontology. Some providers may use a different example, which is displayed in the table below. A guide for curating additional providers can be found here.",0.9500000000000001,exact_ontology
dices,"""Digital Construction Energy"" Energy ontology",other,Energy-harvesting sensor powered by bridge vibrations - Construction Management,https://constructionmanagement.co.uk/energy-harvesting-sensor-powered-by-bridge-vibrations/,"“The biggest problem in energy harvesting is that the absolute amount of energy produced by a typical device is very small due to the low available level of vibrations. In fact, for the past 100 years scientists have been fighting adverse vibrations to ensure that bridges are safe.",0.7772727272727272,exact_ontology
dices,"""Digital Construction Energy"" ontology",other,ISO 50001 Energy Management Systems | IRES,https://www.indepthresearch.org/course/iso-50001-energy-management-systems,"Certification Categories. Engineering, BIM & Digital Construction. Energy, Environment & Sustainability.Engineering, BIM & Digital Construction. Gain prestigious credentials that distinguish your expertise in this field.",0.7666666666666667,exact_ontology
dices,"""Digital Construction Energy"" ontology",other,Tackling the climate crisis through AI,https://www.pbctoday.co.uk/news/digital-construction-news/ai-tackling-the-climate-crisis-housing-energy-efficient-the-data-lab/111276/,"Home Digital Construction News Tackling the climate crisis through AI.Energy use in homes is responsible for 14% of UK emissions. When it comes to the built environment and construction industries, energy management is a must in tackling the climate crisis.",0.75,exact_ontology
dices,"""Digital Construction Energy"" Energy ontology",paper,Developing Interoperable Ontologies for Research,https://www.utwente.nl/en/eemcs/fois2024/resources/papers/wein-et-al-developing-interoperable-ontologies-for-research-data-management-in-the-energy-domain.pdf,"ontology, energy, energy systems, research data management, FAIR data, metadata, Semantic Web, NFDI4Energy, NFDI. 1. Introduction. Open science ensures the reproducibility of research findings and also enables easier control if research findings are not reproducible.",0.75,exact_ontology
dici,"""Digital Construction Information"" ontology",official_namespace,Digital Construction Information,https://w3id.org/digitalconstruction/0.5/Information#,"Digital Construction Information ontology defines the concepts and relations for information content entities in construction and renovation domain. Examples of such entities are BIM models, drawings, point clouds, plans, contracts, issues, and messages. It also includes more technical information enties such as variables, labels, scenarios, and so on.",1.0,exact_ontology
dici,"""Digital Construction Information"" ontology",documentation,Digital Construction Information,https://digitalconstruction.github.io/Information/v/0.5/,"Digital Construction Information ontology defines the representation of information content entities in construction and renovation, including models, plans, scenarios, messages, issues, videos and point clouds.",0.9625000000000001,exact_ontology
dici,"""Digital Construction Information"" ontology",other,Unit 6: Digital Applications for Construction Information Assignment Brief,https://workingment.com/answers/unit-6-digital-applications-for-construction-information-assignment-brief,Unit Learning Outcomes: LO1 Discuss the key types of construction information that may be produced in support of construction projects. LO2 Demonstrate the use of project standards and their setup in digital applications.,0.795,exact_ontology
dicl,"""Digital Construction Lifecycle"" ontology",paper,Digital Construction Lifecycle Ontology (DICL) | Request PDF,https://www.researchgate.net/publication/344104607_Digital_Construction_Lifecycle_Ontology_DICL,"The goal of the Lifecycle Ontology is to represent the product-process relations over construction lifecycles, covering activities, tasks, and sequences, their interrelations to stakeholders involved, the required information, and other resources. The developed methodological schema results ...",0.9357142857142858,exact_ontology
